8区平均μm,Al%,A级,B级,Cr%,Cu%,Cu+Cr+Ni%,C级,Mo%,N%,Ni%,P+S%,断面收缩率%,硅含量%,晶粒度级,抗拉强度MPa,磷含量%,硫含量%,锰含量%,偏析级,破断力KN,实测直径mm,碳含量%,椭圆度mm,DSL,JH_INVBASDOC_0001A11000000000JJMI,JH_INVBASDOC_0001A11000000000JJMU,JH_INVBASDOC_0001A11000000000JJN3,JH_INVBASDOC_0001A11000000000JJN6,JH_INVBASDOC_0001B21000000004ZBB3,JH_INVBASDOC_0001B210000000079RFT,JH_INVBASDOC_1001A110000000009MGI,JH_INVBASDOC_1001A110000000009MN5,JH_INVBASDOC_1001A11000000005DV3H,JH_INVBASDOC_1001A1100000000CP7W8,JH_INVBASDOC_1006B21000000000033F,JH_INVNAME_武钢W82DA,JH_INVNAME_武钢WLX72A-X,JH_INVNAME_武钢WLX82AG,JH_INVNAME_武钢WLX92A,JH_INVNAME_青钢C72D2,JH_INVNAME_青钢C72DA,JH_INVNAME_青钢C82D2,JH_INVNAME_青钢C82DA,JH_INVNAME_青钢C86D2,JH_INVNAME_青钢C92D2E,JH_INVNAME_青钢SWRH72A,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2XUQ,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2YQW,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2YZV,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2ZK5,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2ZUG,JH_INSPECTIONRELAPLAN_IR0000000005ITOC3001,JH_INSPECTIONRELAPLAN_IR0000000005ITOC3073,JH_INSPECTIONRELAPLAN_IR0000000005ITOC30K7,JH_INSPECTIONRELAPLAN_IR0000000005ITOC311T,JH_INSPECTIONRELAPLAN_IR0000000005ITOC317U,JH_INSPECTIONRELAPLAN_IR0000000005ITOC31EC,JH_INSPECTIONRELAPLANNAME_ZX_QG86_PT,JH_INSPECTIONRELAPLANNAME_中心C70A盘条,JH_INSPECTIONRELAPLANNAME_中心C80A盘条,JH_INSPECTIONRELAPLANNAME_盘条C70（001）,JH_INSPECTIONRELAPLANNAME_盘条C80（001）,JH_INSPECTIONRELAPLANNAME_盘条C90（001）,JH_INSPECTIONPLAN_MD0000000005IS3HT1MA,JH_INSPECTIONPLAN_MD0000000005IS3HT1ME,JH_INSPECTIONPLAN_MD0000000005IS3HT4J8,JH_INSPECTIONPLAN_MD0000000005IS3HT4JA,JH_INSPECTIONPLAN_MD0000000005IS3HT4JC,JH_INSPECTIONPLAN_MD0000000005IS3HT5WW,CHECK_HG_FLAG_不合格,CHECK_HG_FLAG_合格,基体组织_S+F微量+P少量,基体组织_S+少量F+少量P,基体组织_S+微量F+少量P,基体组织_S+微量Fe3C+少量P,基体组织_S+微量Fe3C+少量PS+微量Fe3C+少量P,基体组织_S+微量的Fe3C+少量P,实测直径-面积,椭圆度mm-平方项
0,0.001,0.5,0.5,0.013,0.013,0.028,0.5,0.001,0.006,0.002,0.014,47.8,0.2,9.5,1044,0.007,0.007,0.52,2,24.62,5.48,0.708,0.16,1.362270424,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.58582101,0.0064
0,0.004,0.5,0.5,0.021,0.009,0,0.5,0.001,0,0.018,0.017,44.2,0.19,9.5,1123,0.009,0.008,0.53,2,27.07,5.54,0.827,0.13,2.298425091,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.10512627,0.004225
0,0.004,0.5,0.5,0.037,0.009,0,0.5,0.001,0,0.02,0.017,47.6,0.24,9.5,1151,0.012,0.005,0.55,2,28.14,5.58,0.837,0.12,2.850908541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.45447137,0.0036
5,0.001,0.5,0.5,0.017,0.009,0,0.5,0.003,0,0.002,0.017,43.8,0.2,9.5,1126,0.012,0.005,0.52,2,26.46,5.47,0.805,0.27,1.645581512,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.49981991,0.018225
0,0.001,0.5,0.5,0.029,0.013,0,0.5,0.001,0,0.018,0.016,47.7,0.19,9.5,1030,0.006,0.01,0.53,2,24.03,5.45,0.725,0.06,2.056234683,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.32828895,0.0009
2,0.004,0.5,0.5,0.034,0.009,0,0.5,0.001,0,0.018,0.021,50.9,0.21,9.5,1149,0.012,0.009,0.53,2,28.5,5.62,0.812,0.12,0.944675421,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.80632975,0.0036
8,0.001,0.5,0.5,0.02,0.011,0,0.5,0.001,0,0.002,0.0193,51.1,0.22,9.5,1039,0.0123,0.007,0.51,2,24.59,5.49,0.731,0.2,1.171814433,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.67197918,0.01
0,0.004,0.5,0.5,0.01,0.012,0.041,0.5,0.001,0.006,0.019,0.021,43.6,0.19,9.5,1149,0.011,0.01,0.51,2,27.49,5.52,0.834,0.15,2.047231525,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,23.9313962,0.005625
8,0.004,0.5,0.5,0.024,0.011,0,0.5,0.001,0,0.019,0.018,44.8,0.21,9.5,1168,0.011,0.007,0.55,1,27.94,5.52,0.834,0.17,2.381603644,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.007225
0,0.001,0.5,0.5,0.006,0.006,0.013,0.5,0.001,0.006,0.001,0.023,52.1,0.2,9.5,1069,0.014,0.009,0.52,2,25.87,5.55,0.727,0.06,1.086232282,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.19222693,0.0009
9,0.004,0.5,0.5,0.03,0.01,0,0.5,0.001,0,0.018,0.018,48.6,0.21,9.5,1127,0.013,0.005,0.53,2,27.27,5.55,0.813,0.21,1.761504483,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.011025
0,0.004,0.5,1,0.028,0.01,0,0.5,0.001,0,0.02,0.026,41.2,0.21,9.5,1125,0.014,0.012,0.52,1,26.63,5.49,0.826,0.18,2.619210504,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.67197918,0.0081
2,0.001,0.5,0.5,0.012,0.01,0,0.5,0.001,0,0.001,0.028,42.1,0.22,9.5,1113,0.014,0.014,0.52,2,27.12,5.57,0.819,0.18,3.689179235,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.36689948,0.0081
0,0.004,0.5,0.5,0.039,0.01,0,0.5,0.001,0,0.018,0.018,44.6,0.2,9.5,1149,0.013,0.005,0.53,2,27.1,5.48,0.825,0.03,1.648709384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.58582101,0.000225
0,0.004,0.5,0.5,0.015,0.008,0.045,0.5,0.001,0.006,0.022,0.018,46.7,0.17,9.5,1160,0.011,0.007,0.52,2,28.48,5.59,0.829,0.183,6.929973452,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.54220035,0.00837225
0,0.001,0.5,0.5,0.024,0.008,0,0.5,0.001,0,0.017,0.017,51.4,0.21,9.5,1004,0.007,0.01,0.54,2,23.93,5.51,0.718,0.18,2.957203478,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.84476678,0.0081
0,0.001,0.5,0.5,0.013,0.013,0,0.5,0.001,0,0.002,0.024,46.4,0.18,9.5,1161,0.015,0.009,0.55,2,27.03,5.49,0.814,0.06,1.8837214,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.67197918,0.0009
7,0.001,0.5,0.5,0.025,0.01,0,0.5,0.002,0,0.002,0.025,53,0.18,9.5,1121,0.016,0.009,0.52,2,27.01,5.54,0.846,0.08,3.206146604,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.10512627,0.0016
0,0.001,0.5,0.5,0.014,0.009,0,0.5,0.002,0,0.002,0.026,47.1,0.19,9.5,1177,0.016,0.01,0.51,2,26.53,5.5,0.832,0.14,2.286514768,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.75829444,0.0049
0,0.001,0.5,0.5,0.019,0.01,0,0.5,0.002,0,0.002,0.02,48.5,0.18,9.5,1132,0.013,0.007,0.52,2,26.48,5.46,0.821,0.07,6.22521945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.41397589,0.001225
5,0.001,0.5,0.5,0.024,0.012,0,0.5,0.001,0,0.002,0.026,44.2,0.19,9.5,1157,0.014,0.012,0.51,2,27.39,5.49,0.816,0.16,2.007497785,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.67197918,0.0064
0,0.001,0.5,0.5,0.014,0.012,0.044,0.5,0.001,0.006,0.018,0.014,46.8,0.17,9.5,1046,0.007,0.007,0.53,1,25.12,5.53,0.718,0.16,4.398029057,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.0181827,0.0064
0,0.001,0.5,0.5,0.013,0.009,0.04,0.5,0.001,0.006,0.018,0.017,41.7,0.21,9.5,1025,0.007,0.01,0.5,2,24.35,5.5,0.728,0.16,3.38429594,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.75829444,0.0064
0,0.001,0.5,0.5,0.011,0.008,0.02,0.5,0.001,0.006,0.001,0.025,52,0.2,9.5,1039,0.015,0.01,0.52,1,25.31,5.57,0.723,0.11,3.032958902,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.36689948,0.003025
4,0.001,0.5,0.5,0.025,0.012,0,0.5,0.001,0,0.001,0.026,49.5,0.21,9.5,1042,0.016,0.01,0.53,2,25.39,5.59,0.723,0.09,0.55803961,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.54220035,0.002025
3,0.001,0.5,0.5,0.017,0.01,0.045,0.5,0.001,0.006,0.018,0.017,44.7,0.19,9.5,1005,0.009,0.008,0.52,1,23.88,5.5,0.712,0.21,4.760721858,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.75829444,0.011025
12,0.001,0.5,0.5,0.02,0.007,0,0.5,0.001,0,0.016,0.013,43.5,0.2,9.5,1033,0.006,0.007,0.54,2,25.35,5.59,0.704,0.13,1.694383248,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.54220035,0.004225
0,0.001,0.5,0.5,0.031,0.014,0,0.5,0.002,0,0.002,0.018,45.4,0.21,9.5,1138,0.01,0.008,0.55,2,27.53,5.55,0.848,0.17,3.061830389,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.007225
0,0.001,0.5,0.5,0.011,0.007,0.019,1,0.001,0.006,0.001,0.017,50.3,0.2,9.5,1002,0.012,0.005,0.51,1,24.06,5.53,0.732,0.13,1.201510342,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.0181827,0.004225
9,0.004,0.5,0.5,0.03,0.01,0,0.5,0.001,0,0.019,0.023,46.7,0.18,9.5,1152,0.014,0.009,0.57,1,27.88,5.55,0.8333,0.2,6.372411829,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.01
0,0.004,0.5,0.5,0.025,0.01,0,0.5,0.001,0,0.019,0.02,46.7,0.2,9.5,1153,0.014,0.006,0.53,2,27.89,5.55,0.845,0.14,2.463282258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.0049
0,0.004,0.5,0.5,0.018,0.007,0.044,0.5,0.001,0.006,0.019,0.018,47.5,0.2,9.5,1163,0.011,0.007,0.49,2,27.32,5.47,0.827,0.15,6.115165652,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,23.49981991,0.005625
0,0.001,0.5,0.5,0.007,0.008,0.017,0.5,0.001,0.006,0.002,0.024,49.9,0.19,9.5,1043,0.016,0.008,0.51,2,24.86,5.51,0.706,0.18,1.158005911,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.84476678,0.0081
0,0.004,0.5,0.5,0.017,0.01,0,0.5,0.001,0,0.018,0.019,48.1,0.19,9.5,1153,0.012,0.007,0.52,2,27.88,5.55,0.842,0.1,5.137036488,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.0025
0,0.001,0.5,0.5,0.014,0.007,0.023,0.5,0.003,0.006,0.002,0.018,42.1,0.2,9.5,1140,0.012,0.006,0.52,2,26.98,5.49,0.825,0.16,3.77242276,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,23.67197918,0.0064
0,0.004,0.5,0.5,0.015,0.008,0.042,0.5,0.001,0.006,0.019,0.02,43.7,0.18,9.5,1124,0.013,0.007,0.53,1,27.38,5.57,0.828,0.14,6.759707487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.36689948,0.0049
0,0.001,0.5,0.5,0.011,0.008,0.02,0.5,0.001,0.006,0.001,0.023,49.8,0.19,9.5,995,0.013,0.01,0.52,2,24.43,5.59,0.721,0.14,1.131213672,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.54220035,0.0049
0,0.004,0.5,0.5,0.025,0.008,0,0.5,0.001,0,0.019,0.022,43,0.2,9.5,1140,0.016,0.006,0.54,2,27.98,5.59,0.814,0.14,2.354120497,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.54220035,0.0049
0,0.001,0.5,0.5,0.067,0.008,0,0.5,0.001,0,0.017,0.015,48.2,0.21,9.5,1074,0.009,0.006,0.53,2,25.8,5.53,0.703,0.06,2.398188507,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.0181827,0.0009
0,0.001,0.5,0.5,0.012,0.009,0.039,0.5,0.001,0.006,0.018,0.014,52.8,0.17,9.5,1028,0.007,0.007,0.53,2,24.16,5.47,0.713,0.13,3.894684329,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.49981991,0.004225
0,0.004,0.5,0.5,0.024,0.008,0,0.5,0.001,0,0.018,0.019,45.6,0.19,9.5,1145,0.012,0.007,0.53,2,27.32,5.55,0.8,0.16,1.586898061,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.0064
6,0.004,0.5,0.5,0.014,0.01,0,0.5,0.001,0,0.018,0.022,46.3,0.21,9.5,1165,0.012,0.01,0.51,2,28.09,5.54,0.831,0.08,2.958870871,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.10512627,0.0016
4,0.004,0.5,0.5,0.011,0.009,0,0.5,0.001,0,0.018,0.021,45.6,0.17,9.5,1128,0.013,0.008,0.54,1,27.09,5.53,0.85,0.22,2.950405001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.0121
0,0.004,0.5,0.5,0.009,0.01,0,0.5,0.001,0,0.018,0.023,40.8,0.2,9.5,1124,0.012,0.011,0.52,1,26.8,5.51,0.831,0.14,1.133117645,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.84476678,0.0049
5,0.004,0.5,0.5,0.023,0.012,0,0.5,0.001,0,0.019,0.018,46.2,0.18,9.5,1107,0.011,0.007,0.53,2,27.17,5.59,0.815,0.22,3.36452653,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.54220035,0.0121
4,0.004,0.5,0.5,0.026,0.009,0,0.5,0.001,0,0.018,0.022,42.5,0.21,9.5,1132,0.013,0.009,0.53,2,27.78,5.59,0.817,0.14,1.520948699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.54220035,0.0049
0,0.001,0.5,0.5,0.029,0.008,0,0.5,0.001,0,0.001,0.0292,45.4,0.19,9.5,1131,0.0132,0.016,0.54,2,27.35,5.55,0.826,0.14,2.656159822,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.0049
0,0.001,0.5,0.5,0.039,0.011,0,0.5,0.001,0,0.002,0.027,41.7,0.19,9.5,1105,0.022,0.005,0.54,2,26.24,5.55,0.718,0.09,1.477946804,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.19222693,0.002025
0,0.001,0.5,0.5,0.01,0.012,0.023,0.5,0.001,0.005,0.001,0.024,43.9,0.19,9.5,1022,0.015,0.009,0.5,2,24.64,5.54,0.74,0.19,2.0388074,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.10512627,0.009025
0,0.001,0.5,0.5,0.013,0.009,0,0.5,0.001,0,0.002,0.011,43.6,0.21,9.5,1150,0.007,0.004,0.52,2,26.93,5.46,0.816,0.05,3.511169175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.41397589,0.000625
0,0.001,0.5,0.5,0.016,0.01,0,0.5,0.001,0,0.002,0.021,49.1,0.2,9.5,1112,0.015,0.006,0.48,2,26.6,5.52,0.831,0.05,2.310690518,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.000625
5,0.001,0.5,0.5,0.027,0.01,0,0.5,0.001,0,0.001,0.026,47.2,0.2,9.5,1138,0.018,0.008,0.55,2,27.34,5.53,0.831,0.25,3.113390055,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.015625
0,0.001,0.5,0.5,0.025,0.008,0,0.5,0.001,0,0.002,0.019,44.4,0.19,9.5,1160,0.013,0.006,0.53,2,27.27,5.47,0.804,0.12,3.505024745,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.49981991,0.0036
0,0.001,0.5,0.5,0.01,0.011,0.023,0.5,0.001,0.006,0.002,0.017,55.2,0.2,9.5,1069,0.008,0.009,0.54,2,25.11,5.47,0.727,0.11,2.394275991,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.49981991,0.003025
0,0.001,0.5,0.5,0.02,0.014,0,0.5,0.001,0,0.002,0.029,40.4,0.21,9.5,1174,0.014,0.015,0.51,2,27.68,5.48,0.839,0.14,0.85873161,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.58582101,0.0049
0,0.004,1,0.5,0.024,0.008,0,0.5,0.001,0,0.019,0.018,42.7,0.17,9.5,1117,0.01,0.008,0.51,1,27.01,5.55,0.819,0.11,0.881002392,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.003025
0,0.001,0.5,0.5,0.008,0.011,0.02,0.5,0.001,0.006,0.001,0.017,48.3,0.18,9.5,1032,0.007,0.01,0.53,2,24.61,5.51,0.749,0.18,1.509513356,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.84476678,0.0081
0,0.001,0.5,0.5,0.009,0.011,0.022,0.5,0.001,0.006,0.002,0.018,54.8,0.19,9.5,1058,0.008,0.01,0.51,2,25.22,5.51,0.732,0.04,1.205629347,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.84476678,0.0004
4,0.004,0.5,0.5,0.029,0.012,0,0.5,0.001,0,0.017,0.021,48.4,0.2,9.5,1148,0.014,0.007,0.56,2,27.45,5.52,0.84,0.14,1.157799849,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.0049
