8区平均μm,Al%,A级,B级,Cr%,Cu%,Cu+Cr+Ni%,C级,Mo%,N%,Ni%,P+S%,断面收缩率%,硅含量%,晶粒度级,抗拉强度MPa,磷含量%,硫含量%,锰含量%,偏析级,破断力KN,实测直径mm,碳含量%,椭圆度mm,DSL,JH_INVBASDOC_0001A11000000000JJMI,JH_INVBASDOC_0001A11000000000JJMU,JH_INVBASDOC_0001A11000000000JJN3,JH_INVBASDOC_0001A11000000000JJN6,JH_INVBASDOC_0001B21000000004ZBB3,JH_INVBASDOC_0001B210000000079RFT,JH_INVBASDOC_1001A110000000009MGI,JH_INVBASDOC_1001A110000000009MN5,JH_INVBASDOC_1001A11000000005DV3H,JH_INVBASDOC_1001A1100000000CP7W8,JH_INVBASDOC_1006B21000000000033F,JH_INVNAME_武钢W82DA,JH_INVNAME_武钢WLX72A-X,JH_INVNAME_武钢WLX82AG,JH_INVNAME_武钢WLX92A,JH_INVNAME_青钢C72D2,JH_INVNAME_青钢C72DA,JH_INVNAME_青钢C82D2,JH_INVNAME_青钢C82DA,JH_INVNAME_青钢C86D2,JH_INVNAME_青钢C92D2E,JH_INVNAME_青钢SWRH72A,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2XUQ,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2YQW,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2YZV,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2ZK5,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2ZUG,JH_INSPECTIONRELAPLAN_IR0000000005ITOC3001,JH_INSPECTIONRELAPLAN_IR0000000005ITOC3073,JH_INSPECTIONRELAPLAN_IR0000000005ITOC30K7,JH_INSPECTIONRELAPLAN_IR0000000005ITOC311T,JH_INSPECTIONRELAPLAN_IR0000000005ITOC317U,JH_INSPECTIONRELAPLAN_IR0000000005ITOC31EC,JH_INSPECTIONRELAPLANNAME_ZX_QG86_PT,JH_INSPECTIONRELAPLANNAME_中心C70A盘条,JH_INSPECTIONRELAPLANNAME_中心C80A盘条,JH_INSPECTIONRELAPLANNAME_盘条C70（001）,JH_INSPECTIONRELAPLANNAME_盘条C80（001）,JH_INSPECTIONRELAPLANNAME_盘条C90（001）,JH_INSPECTIONPLAN_MD0000000005IS3HT1MA,JH_INSPECTIONPLAN_MD0000000005IS3HT1ME,JH_INSPECTIONPLAN_MD0000000005IS3HT4J8,JH_INSPECTIONPLAN_MD0000000005IS3HT4JA,JH_INSPECTIONPLAN_MD0000000005IS3HT4JC,JH_INSPECTIONPLAN_MD0000000005IS3HT5WW,CHECK_HG_FLAG_不合格,CHECK_HG_FLAG_合格,基体组织_S+F微量+P少量,基体组织_S+少量F+少量P,基体组织_S+微量F+少量P,基体组织_S+微量Fe3C+少量P,基体组织_S+微量Fe3C+少量PS+微量Fe3C+少量P,基体组织_S+微量的Fe3C+少量P,实测直径-面积,椭圆度mm-平方项
0,0.004,0.5,0.5,0.014,0.009,0,0.5,0.001,0,0.018,0.022,42.1,0.18,9.5,1156,0.01,0.012,0.53,1,27.67,5.52,0.83,0.18,1.013721771,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.0081
0,0.004,0.5,0.5,0.01,0.012,0.042,0.5,0.001,0.006,0.02,0.021,43.5,0.18,9.5,1148,0.013,0.008,0.49,2,27.56,5.53,0.829,0.15,2.837678716,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.0181827,0.005625
9,0.004,0.5,0.5,0.035,0.011,0,0.5,0.001,0,0.019,0.019,41.3,0.19,9.5,1147,0.011,0.008,0.54,1,27.45,5.52,0.806,0.15,2.626999104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.005625
0,0.004,0.5,0.5,0.021,0.008,0,0.5,0.001,0,0.019,0.021,45.7,0.2,9.5,1134,0.013,0.008,0.51,2,27.32,5.54,0.818,0.14,3.154701287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.10512627,0.0049
4,0.001,0.5,0.5,0.026,0.009,0,0.5,0.001,0,0.018,0.017,46.3,0.21,9.5,1058,0.008,0.009,0.55,2,25.78,5.57,0.74,0.18,1.141984648,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.36689948,0.0081
4,0.004,0.5,0.5,0.018,0.01,0,0.5,0.001,0,0.019,0.018,44.2,0.18,9.5,1135,0.011,0.007,0.53,1,27.45,5.55,0.823,0.2,3.067594723,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.01
9,0.004,0.5,0.5,0.016,0.008,0.043,0.5,0.001,0.006,0.019,0.021,43.8,0.2,9.5,1148,0.014,0.007,0.53,2,27.65,5.54,0.849,0.18,3.896441913,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.10512627,0.0081
0,0.001,0.5,0.5,0.028,0.008,0,0.5,0.001,0,0.018,0.02,46.7,0.18,9.5,1014,0.01,0.01,0.51,2,24.88,5.59,0.728,0.13,1.524150929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.54220035,0.004225
4,0.004,0.5,0.5,0.023,0.007,0.048,0.5,0.001,0.006,0.018,0.017,43.4,0.19,9.5,1143,0.011,0.006,0.53,2,27.45,5.53,0.815,0.11,6.300426137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.0181827,0.003025
0,0.001,0.5,0.5,0.018,0.01,0.046,0.5,0.001,0.006,0.018,0.015,51.3,0.2,9.5,1052,0.006,0.009,0.52,2,24.99,5.5,0.736,0.12,1.176917624,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.75829444,0.0036
5,0.001,0.5,0.5,0.011,0.014,0.027,0.5,0.001,0.006,0.002,0.017,46.8,0.21,9.5,1057,0.008,0.009,0.53,1,25.22,5.51,0.736,0.19,0.969253125,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.84476678,0.009025
0,0.001,0.5,0.5,0.012,0.006,0.019,0.5,0.001,0.006,0.001,0.022,51.3,0.19,9.5,1052,0.012,0.01,0.51,2,25,5.5,0.714,0.03,1.84796802,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.75829444,0.000225
5,0.004,0.5,0.5,0.049,0.008,0,0.5,0.001,0,0.018,0.02,45.6,0.21,9.5,1114,0.012,0.008,0.52,2,26.93,5.55,0.833,0.11,0.82649789,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.003025
0,0.001,0.5,0.5,0.012,0.008,0.021,0.5,0.001,0.006,0.001,0.02,56.5,0.2,9.5,1017,0.013,0.007,0.52,2,24.61,5.55,0.728,0.153,1.134757598,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.19222693,0.00585225
0,0.001,0.5,0.5,0.011,0.01,0.023,0.5,0.001,0.006,0.002,0.019,45.2,0.2,9.5,1069,0.01,0.009,0.51,1,24.07,5.51,0.73,0.14,2.977874393,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.84476678,0.0049
0,0.001,0.5,0.5,0.012,0.009,0.023,0.5,0.002,0.006,0.002,0.023,47.3,0.2,9.5,1126,0.016,0.007,0.52,2,27.12,5.54,0.821,0.07,7.234727384,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.10512627,0.001225
0,0.001,0.5,0.5,0.015,0.013,0.055,0.5,0.001,0.006,0.027,0.017,43.3,0.18,9.5,1052,0.009,0.008,0.52,2,25.09,5.51,0.711,0.16,0.991811954,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.84476678,0.0064
0,0.001,0.5,0.5,0.044,0.013,0,0.5,0.001,0,0.002,0.018,43.5,0.21,8.5,1162,0.012,0.006,0.53,2,27.8,5.52,0.828,0.19,2.514888434,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.009025
0,0.001,0.5,0.5,0.015,0.009,0,0.5,0.002,0,0.002,0.025,45.3,0.2,8.5,1169,0.014,0.011,0.51,1,27.76,5.5,0.831,0.07,2.431632557,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.75829444,0.001225
0,0.001,0.5,0.5,0.023,0.007,0,0.5,0.002,0,0.002,0.027,45.1,0.21,8.5,1123,0.015,0.012,0.52,2,27.06,5.54,0.823,0.06,3.611120542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.10512627,0.0009
0,0.001,0.5,0.5,0.17,0.008,0,0.5,0.002,0.006,0.002,0.016,44.9,0.18,9.5,1209,0.012,0.004,0.38,2,29.33,5.55,0.932,0.04,6.689498629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,24.19222693,0.0004
0,0.001,0.5,0.5,0.015,0.01,0.027,0.5,0.001,0.006,0.002,0.018,45.8,0.2,9.5,1113,0.012,0.006,0.53,2,26.42,5.5,0.821,0.07,3.972892707,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,23.75829444,0.001225
0,0.002,0.5,0.5,0.048,0.008,0,0.5,0.001,0,0.002,0.018,41.6,0.2,8.5,1129,0.012,0.006,0.51,2,27.42,5.56,0.837,0.16,2.972362053,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.27948466,0.0064
10,0.001,0.5,0.5,0.019,0.017,0,0.5,0.001,0,0.002,0.015,45.9,0.2,9.5,1028,0.007,0.008,0.54,2,24.32,5.49,0.716,0.19,1.618200644,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.67197918,0.009025
0,0.001,0.5,0.5,0.024,0.012,0,0.5,0.001,0,0.002,0.016,52.9,0.21,9.5,1041,0.004,0.012,0.53,2,24.54,5.48,0.7,0.2,0.985789788,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.58582101,0.01
0,0.001,0.5,0.5,0.037,0.01,0,0.5,0.001,0,0.002,0.025,44.6,0.19,8.5,1081,0.015,0.01,0.51,2,25.48,5.48,0.731,0.08,2.179588011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.58582101,0.0016
0,0.001,0.5,0.5,0.033,0.028,0,0.5,0.001,0,0.002,0.018,47.7,0.19,8.5,1158,0.01,0.008,0.51,2,27.82,5.53,0.822,0.18,2.156615665,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.0081
0,0.001,0.5,0.5,0.039,0.011,0,0.5,0.002,0,0.002,0.028,44.4,0.2,8.5,1125,0.012,0.016,0.53,2,26.83,5.51,0.823,0.04,3.67325313,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.84476678,0.0004
5,0.001,0.5,0.5,0.026,0.009,0,0.5,0.001,0,0.002,0.016,46,0.18,8.5,1137,0.012,0.004,0.51,2,27.11,5.51,0.816,0.11,2.213608463,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.84476678,0.003025
0,0.001,0.5,0.5,0.04,0.012,0,0.5,0.002,0,0.002,0.028,47.4,0.19,9.5,1135,0.016,0.012,0.5,2,27.65,5.57,0.827,0.19,1.74479462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.36689948,0.009025
0,0.001,0.5,0.5,0.044,0.014,0,0.5,0.002,0,0.002,0.027,41.5,0.2,9.5,1131,0.016,0.011,0.52,2,26.78,5.49,0.842,0.1,2.285583948,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.67197918,0.0025
0,0.001,0.5,0.5,0.027,0.009,0,0.5,0.002,0,0.002,0.032,47.1,0.2,8.5,1108,0.012,0.02,0.51,2,26.81,5.55,0.823,0.1,4.837087023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.0025
0,0.001,0.5,0.5,0.015,0.007,0,0.5,0.002,0,0.002,0.016,44.9,0.19,8.5,1150,0.009,0.007,0.51,2,27.41,5.51,0.826,0.04,3.886136697,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.84476678,0.0004
0,0.001,0.5,0.5,0.03,0.01,0,1,0.002,0,0.002,0.032,48.7,0.2,8.5,1103,0.012,0.02,0.5,2,26.88,5.57,0.83,0.12,3.253866676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.36689948,0.0036
0,0.001,0.5,0.5,0.022,0.01,0,0.5,0.001,0,0.002,0.02,47.1,0.22,8.5,1048,0.01,0.01,0.51,2,24.91,5.5,0.719,0.12,1.68470101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.75829444,0.0036
0,0.001,0.5,0.5,0.03,0.024,0,0.5,0.001,0,0.017,0.021,49.4,0.21,8.5,1034,0.011,0.01,0.53,2,24.93,5.54,0.729,0.14,1.385116377,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.10512627,0.0049
0,0.001,0.5,0.5,0.025,0.01,0,0.5,0.001,0,0.002,0.022,49.2,0.2,8.5,1056,0.011,0.011,0.52,2,24.82,5.47,0.736,0.15,1.571675715,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.49981991,0.005625
0,0.001,0.5,0.5,0.025,0.009,0,0.5,0.002,0,0.002,0.03,43.8,0.22,8.5,1097,0.012,0.018,0.51,2,26.25,5.52,0.831,0.08,3.226235098,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.0016
5,0.001,0.5,0.5,0.042,0.009,0,0.5,0.002,0,0.002,0.024,42.9,0.2,8.5,1134,0.012,0.012,0.51,1,27.41,5.52,0.826,0.09,3.643836011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.002025
0,0.001,0.5,0.5,0.037,0.011,0,0.5,0.002,0,0.002,0.023,41.7,0.19,8.5,1102,0.015,0.008,0.52,2,26.17,5.503,0.839,0.05,3.728960969,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.78421965,0.000625
3,0.001,0.5,0.5,0.034,0.01,0,0.5,0.002,0,0.002,0.03,43.4,0.2,8.5,1082,0.015,0.015,0.51,2,25.99,5.53,0.829,0.03,3.572548942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.000225
0,0.001,0.5,0.5,0.025,0.01,0,0.5,0.002,0,0.002,0.024,48.2,0.2,8.5,1087,0.009,0.015,0.5,1,26.1,5.53,0.817,0.04,4.980300808,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.0004
4,0.001,0.5,0.5,0.017,0.007,0,0.5,0.002,0,0.002,0.02,44.7,0.21,8.5,1164,0.013,0.007,0.52,2,27.75,5.51,0.818,0.07,2.703171957,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.84476678,0.001225
0,0.001,0.5,0.5,0.015,0.008,0,0.5,0.002,0,0.002,0.018,43.4,0.19,8.5,1163,0.012,0.006,0.49,2,27.13,5.45,0.838,0.09,2.006497014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.32828895,0.002025
0,0.001,0.5,0.5,0.01,0.009,0.021,0.5,0.001,0.006,0.002,0.02,47.8,0.19,8.5,1037,0.01,0.01,0.52,1,25.08,5.55,0.712,0.11,0.960389311,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.19222693,0.003025
0,0.001,0.5,0.5,0.017,0.007,0.026,0.5,0.001,0.006,0.002,0.016,46.7,0.2,8.5,1049,0.009,0.007,0.49,2,25.19,5.53,0.721,0.06,2.78962973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.0181827,0.0009
0,0.001,0.5,0.5,0.011,0.011,0.024,0.5,0.001,0.006,0.002,0.019,47.9,0.18,8.5,1014,0.011,0.008,0.5,1,24.71,5.57,0.704,0.1,1.019897541,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.36689948,0.0025
0,0.004,1,0.5,0.024,0.008,0,0.5,0.001,0,0.019,0.018,42.7,0.17,9.5,1117,0.01,0.008,0.51,1,27.01,5.55,0.819,0.11,0.881002392,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.003025
0,0.001,0.5,0.5,0.022,0.011,0,0.5,0.001,0,0.001,0.022,49.5,0.2,9.5,1026,0.012,0.01,0.51,2,25,5.57,0.723,0.13,0.933337351,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.36689948,0.004225
0,0.001,0.5,0.5,0.013,0.009,0.039,0.5,0.001,0.006,0.017,0.017,46.1,0.21,9.5,1061,0.009,0.008,0.52,1,25.49,5.53,0.722,0.14,3.426920341,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.0181827,0.0049
0,0.004,0.5,0.5,0.009,0.015,0,0.5,0.001,0,0.02,0.022,42.5,0.19,9.5,1176,0.013,0.009,0.5,2,28.35,5.54,0.842,0.15,1.14913403,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.10512627,0.005625
0,0.004,0.5,0.5,0.014,0.007,0.038,0.5,0.001,0.006,0.017,0.016,42.8,0.19,9.5,1158,0.01,0.006,0.52,2,28.32,5.58,0.818,0.09,5.569396138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.45447137,0.002025
0,0.001,0.5,0.5,0.022,0.009,0,0.5,0.003,0,0.002,0.03,42.7,0.19,9.5,1105,0.017,0.013,0.53,2,26.42,5.52,0.835,0.18,2.764503198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.0081
0,0.001,0.5,0.5,0.022,0.01,0,0.5,0.001,0,0.002,0.023,43.7,0.2,9.5,1115,0.015,0.008,0.51,2,26.38,5.49,0.826,0.17,4.197217053,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.67197918,0.007225
4,0.001,0.5,0.5,0.016,0.011,0.046,0.5,0.001,0.006,0.019,0.014,51.3,0.2,9.5,1029,0.006,0.008,0.52,1,24.72,5.53,0.719,0.2,6.559086535,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.0181827,0.01
14,0.004,0.5,0.5,0.027,0.017,0,0.5,0.001,0,0.019,0.021,43.5,0.23,9.5,1136,0.011,0.01,0.53,2,27.48,5.53,0.8,0.19,3.013228113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.009025
0,0.004,0.5,0.5,0.019,0.009,0,0.5,0.001,0,0.02,0.021,46.7,0.19,9.5,1151,0.011,0.01,0.52,1,27.94,5.565,0.844,0.09,0.741042276,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.32317244,0.002025
0,0.004,0.5,0.5,0.0123,0.007,0.0383,0.5,0.001,0.006,0.019,0.019,45.1,0.21,9.5,1124,0.013,0.006,0.54,2,27.28,5.56,0.819,0.24,4.988282187,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.27948466,0.0144
0,0.004,0.5,0.5,0.026,0.008,0.053,0.5,0.001,0.006,0.019,0.021,46.7,0.2,9.5,1136,0.015,0.006,0.54,1,26.78,5.48,0.805,0.06,4.378138032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,23.58582101,0.0009
